transaction_id,timestamp,amount,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,is_fraud
TXN146203,2025-06-13 15:15:17,58.59,POS,grocery,GB,0.0788,0.1566,0
TXN107151,2025-06-13 15:17:07,26.67,ONLINE,utilities,US,0.0686,0.0437,0
TXN113912,2025-06-13 15:20:00,74.37,WIRE_TRANSFER,restaurant,RU,0.2831,0.1458,0
TXN122327,2025-06-13 15:20:01,6.53,ATM_WITHDRAWAL,grocery,CN,0.1304,0.1156,0
TXN107142,2025-06-13 15:22:20,28.55,POS,fuel,IN,0.1964,0.3247,0
TXN128933,2025-06-13 15:25:34,30.33,POS,restaurant,NG,0.0225,0.0157,0
TXN119226,2025-06-13 15:28:36,40.94,POS,grocery,US,0.144,0.0843,0
TXN129135,2025-06-13 15:38:16,162.81,BILL_PAYMENT,grocery,DE,0.131,0.3582,0
TXN129159,2025-06-13 15:39:25,210.68,POS,grocery,US,0.0082,0.2678,0
TXN130816,2025-06-13 15:49:06,70.41,POS,grocery,DE,0.14,0.3807,0
TXN113469,2025-06-13 15:55:12,6.83,POS,fuel,GB,0.0282,0.3588,0
TXN143327,2025-06-13 15:57:40,156.82,ONLINE,grocery,US,0.0269,0.0142,0
TXN131263,2025-06-13 15:58:10,19.27,POS,fuel,US,0.4095,0.1184,0
TXN140384,2025-06-13 16:01:20,31.13,ONLINE,travel,GB,0.1361,0.0852,0
TXN125785,2025-06-13 16:11:54,38.06,ONLINE,electronics,GB,0.4317,0.2115,0
TXN116690,2025-06-13 16:17:06,8.52,POS,restaurant,US,0.2617,0.2628,0
TXN119363,2025-06-13 16:19:27,27.72,POS,online_retail,FR,0.1358,0.1906,0
TXN132312,2025-06-13 16:19:33,47.08,POS,gambling,US,0.1055,0.2806,0
TXN135762,2025-06-13 16:21:21,41.02,POS,online_retail,US,0.0899,0.1796,0
TXN103833,2025-06-13 16:29:04,29.05,BILL_PAYMENT,restaurant,US,0.1044,0.1106,0
TXN116817,2025-06-13 16:30:10,12.18,ONLINE,grocery,US,0.2593,0.1541,0
TXN115818,2025-06-13 16:31:57,46.63,ONLINE,electronics,US,0.1016,0.3215,0
TXN143016,2025-06-13 16:33:29,71.6,POS,restaurant,GB,0.1966,0.2521,0
TXN103512,2025-06-13 16:37:08,43.64,POS,jewelry,IN,0.3788,0.1015,0
TXN132495,2025-06-13 16:37:34,21.8,POS,grocery,US,0.0695,0.0844,0
TXN124362,2025-06-13 16:37:48,446.53,ONLINE,grocery,AU,0.0247,0.2626,0
TXN125334,2025-06-13 16:38:45,43.88,POS,grocery,CA,0.095,0.131,0
TXN146251,2025-06-13 16:42:44,45.22,ONLINE,fuel,IN,0.3035,0.0943,0
TXN134067,2025-06-13 16:43:39,584.39,POS,travel,NG,0.13,0.2273,0
TXN140078,2025-06-13 16:46:50,41.93,POS,electronics,IN,0.1882,0.2058,0
TXN140766,2025-06-13 16:47:04,46.99,BILL_PAYMENT,restaurant,US,0.0114,0.1009,0
TXN124366,2025-06-13 16:47:40,180.84,POS,restaurant,US,0.3658,0.1903,0
TXN119230,2025-06-13 16:48:23,45.83,POS,grocery,DE,0.0351,0.367,0
TXN149130,2025-06-13 16:48:34,164.65,ONLINE,utilities,IN,0.0354,0.2782,0
TXN110422,2025-06-13 16:51:16,175.31,ONLINE,cash_advance,US,0.2232,0.0146,0
TXN118133,2025-06-13 16:54:31,13.78,ONLINE,jewelry,DE,0.0491,0.1177,0
TXN132633,2025-06-13 16:55:07,7.55,POS,fuel,US,0.1012,0.2996,0
TXN127267,2025-06-13 16:57:25,15.39,POS,grocery,US,0.1718,0.0229,0
TXN148694,2025-06-13 16:57:46,7.44,ONLINE,online_retail,CA,0.2121,0.0056,0
TXN114651,2025-06-13 17:00:05,71.0,POS,grocery,US,0.0196,0.2856,0
TXN128228,2025-06-13 17:03:51,14.47,POS,electronics,FR,0.2784,0.0579,0
TXN147764,2025-06-13 17:03:55,126.01,ATM_WITHDRAWAL,online_retail,US,0.1995,0.1412,0
TXN115155,2025-06-13 17:06:57,102.83,POS,cash_advance,GB,0.1421,0.2287,0
TXN114710,2025-06-13 17:07:13,28.05,ONLINE,restaurant,IN,0.0535,0.0374,0
TXN139980,2025-06-13 17:07:18,55.14,POS,restaurant,DE,0.0801,0.1688,0
TXN100328,2025-06-13 17:07:34,16.88,POS,electronics,US,0.5009,0.1382,0
TXN106050,2025-06-13 17:11:05,29.98,POS,gambling,IN,0.3634,0.2391,0
TXN124162,2025-06-13 17:17:11,20.52,ONLINE,online_retail,GB,0.0832,0.427,0
TXN117980,2025-06-13 17:17:25,21.05,BILL_PAYMENT,restaurant,GB,0.0344,0.1624,0
TXN117860,2025-06-13 17:19:00,46.98,ONLINE,jewelry,IN,0.108,0.0569,0
TXN127372,2025-06-13 17:21:35,5.48,ONLINE,restaurant,US,0.1639,0.0798,0
TXN146012,2025-06-13 17:23:09,97.66,POS,online_retail,US,0.1304,0.085,0
TXN110933,2025-06-13 17:24:35,38.4,POS,grocery,US,0.104,0.1874,0
TXN109076,2025-06-13 17:29:29,206.99,ATM_WITHDRAWAL,electronics,IN,0.1165,0.0323,0
TXN123258,2025-06-13 17:32:52,55.2,ONLINE,grocery,US,0.0756,0.087,0
TXN145161,2025-06-13 17:34:41,12.8,ONLINE,electronics,IN,0.0284,0.2336,0
TXN108265,2025-06-13 17:36:37,141.31,ONLINE,online_retail,US,0.1601,0.0185,0
TXN118229,2025-06-13 17:38:13,80.83,POS,restaurant,US,0.2318,0.0306,0
TXN141146,2025-06-13 17:40:08,40.91,WIRE_TRANSFER,online_retail,US,0.0681,0.3077,0
TXN137857,2025-06-13 17:40:22,158.06,WIRE_TRANSFER,electronics,US,0.0992,0.1902,0
TXN128807,2025-06-13 17:41:34,35.73,ONLINE,online_retail,US,0.0787,0.3018,0
TXN148683,2025-06-13 17:42:26,25.51,POS,restaurant,NG,0.3131,0.0708,0
TXN141541,2025-06-13 17:43:02,64.43,WIRE_TRANSFER,restaurant,CA,0.0257,0.0914,0
TXN149222,2025-06-13 17:49:23,16.71,POS,utilities,FR,0.1399,0.177,0
TXN101089,2025-06-13 17:50:49,11.97,ONLINE,grocery,AU,0.1937,0.1731,0
TXN134822,2025-06-13 17:52:57,117.27,POS,grocery,US,0.2422,0.2811,0
TXN125247,2025-06-13 17:53:25,136.85,BILL_PAYMENT,fuel,DE,0.0202,0.2376,0
TXN128930,2025-06-13 17:54:41,14.58,POS,jewelry,BR,0.2563,0.2555,0
TXN104014,2025-06-13 17:56:24,31.56,POS,electronics,GB,0.2922,0.2659,0
TXN132081,2025-06-13 17:57:45,14.09,ONLINE,utilities,US,0.0547,0.0473,0
TXN135970,2025-06-13 18:04:41,24.73,POS,grocery,GB,0.2344,0.1548,0
TXN138539,2025-06-13 18:08:47,95.32,POS,online_retail,CA,0.1393,0.0641,0
TXN147317,2025-06-13 18:11:00,288.18,WIRE_TRANSFER,fuel,US,0.052,0.085,0
TXN106645,2025-06-13 18:14:03,22.24,POS,utilities,AU,0.0559,0.3513,0
TXN135178,2025-06-13 18:17:10,6.02,ATM_WITHDRAWAL,grocery,US,0.0423,0.0886,0
TXN149854,2025-06-13 18:29:18,127.59,ONLINE,grocery,US,0.0494,0.144,0
TXN115916,2025-06-13 18:31:48,13.64,POS,fuel,RU,0.0475,0.0162,0
TXN121219,2025-06-13 18:32:18,209.14,WIRE_TRANSFER,online_retail,IN,0.1984,0.106,0
TXN113359,2025-06-13 18:34:59,18.83,ONLINE,grocery,GB,0.2908,0.1661,0
TXN147078,2025-06-13 18:36:15,107.64,POS,utilities,US,0.1639,0.0945,0
TXN126672,2025-06-13 18:37:13,50.72,WIRE_TRANSFER,jewelry,US,0.0337,0.1515,0
TXN122280,2025-06-13 18:48:40,36.05,ONLINE,grocery,DE,0.0312,0.0472,0
TXN137278,2025-06-13 18:48:49,8.26,ATM_WITHDRAWAL,grocery,IN,0.0543,0.0984,0
TXN123884,2025-06-13 18:50:04,112.07,WIRE_TRANSFER,online_retail,GB,0.1088,0.505,0
TXN145010,2025-06-13 18:53:13,54.48,ONLINE,travel,IN,0.5776,0.1721,0
TXN113745,2025-06-13 18:53:49,3.38,POS,restaurant,US,0.0834,0.1578,0
TXN106555,2025-06-13 18:53:58,2.75,BILL_PAYMENT,electronics,US,0.1675,0.3845,0
TXN104366,2025-06-13 18:56:40,33.99,ONLINE,travel,US,0.1248,0.0787,0
TXN126334,2025-06-13 18:57:24,29.56,POS,electronics,US,0.2181,0.1073,0
TXN134105,2025-06-13 18:58:09,34.16,ATM_WITHDRAWAL,online_retail,IN,0.2161,0.3991,0
TXN136426,2025-06-13 19:00:31,340.48,ONLINE,restaurant,US,0.022,0.0681,0
TXN141357,2025-06-13 19:02:44,35.01,POS,grocery,US,0.1651,0.013,0
TXN110723,2025-06-13 19:07:18,44.68,POS,utilities,IN,0.0676,0.2028,0
TXN141470,2025-06-13 19:08:56,46.05,POS,restaurant,DE,0.0632,0.1947,0
TXN136987,2025-06-13 19:09:45,14.32,BILL_PAYMENT,cash_advance,US,0.1443,0.1831,0
TXN111791,2025-06-13 19:10:12,16.38,POS,fuel,FR,0.1954,0.029,0
TXN121397,2025-06-13 19:15:30,276.11,ONLINE,fuel,GB,0.0005,0.0141,0
TXN109807,2025-06-13 19:19:19,81.01,ATM_WITHDRAWAL,electronics,CA,0.3069,0.0999,0
TXN133893,2025-06-13 19:19:42,10.67,ONLINE,online_retail,US,0.2573,0.0217,0
TXN109350,2025-06-13 19:19:52,51.26,ONLINE,fuel,FR,0.1764,0.0082,0
TXN114488,2025-06-13 19:29:05,22.59,ONLINE,travel,US,0.3478,0.2622,0
TXN115312,2025-06-13 19:33:28,158.61,ONLINE,restaurant,AU,0.2056,0.1559,0
TXN136284,2025-06-13 19:35:34,186.24,ATM_WITHDRAWAL,travel,IN,0.3261,0.1041,0
TXN101186,2025-06-13 19:35:49,138.59,WIRE_TRANSFER,grocery,US,0.17,0.0179,0
TXN126910,2025-06-13 19:40:19,61.56,WIRE_TRANSFER,travel,US,0.0659,0.1576,0
TXN107780,2025-06-13 19:42:33,53.59,ATM_WITHDRAWAL,gambling,US,0.0419,0.2039,0
TXN121768,2025-06-13 19:42:42,178.91,POS,utilities,US,0.0929,0.1697,0
TXN132460,2025-06-13 19:44:31,430.34,POS,grocery,US,0.0542,0.056,0
TXN108855,2025-06-13 19:52:52,56.89,POS,online_retail,IN,0.0026,0.1927,0
TXN101962,2025-06-13 19:54:55,13.84,WIRE_TRANSFER,jewelry,US,0.0918,0.0413,0
TXN106324,2025-06-13 19:57:14,176.65,ONLINE,fuel,IN,0.1332,0.2386,0
TXN134274,2025-06-13 19:58:35,71.86,ONLINE,grocery,GB,0.1173,0.1151,0
TXN139738,2025-06-13 19:58:48,77.9,ONLINE,gambling,IN,0.1025,0.3275,0
TXN138953,2025-06-13 20:10:14,42.91,POS,online_retail,US,0.002,0.1243,0
TXN121164,2025-06-13 20:14:11,110.81,POS,jewelry,US,0.1515,0.0114,0
TXN106777,2025-06-13 20:14:21,34.47,POS,cash_advance,IN,0.0608,0.0808,0
TXN114306,2025-06-13 20:23:59,57.36,POS,utilities,DE,0.4104,0.2341,0
TXN112485,2025-06-13 20:25:28,7.01,ATM_WITHDRAWAL,online_retail,US,0.1465,0.1563,0
TXN125356,2025-06-13 20:29:48,93.65,POS,fuel,AU,0.1648,0.0898,0
TXN149635,2025-06-13 20:33:28,118.43,POS,restaurant,US,0.0633,0.406,0
TXN111510,2025-06-13 20:35:54,17.98,ATM_WITHDRAWAL,restaurant,US,0.0844,0.0335,0
TXN126868,2025-06-13 20:36:07,13.53,POS,grocery,CA,0.1976,0.2066,0
TXN115925,2025-06-13 20:38:26,43.88,ONLINE,grocery,US,0.1165,0.0201,0
TXN106135,2025-06-13 20:45:01,31.73,ONLINE,jewelry,DE,0.066,0.15,0
TXN127426,2025-06-13 20:46:46,25.23,POS,restaurant,US,0.1368,0.215,0
TXN149065,2025-06-13 20:52:46,223.08,ONLINE,grocery,BR,0.0588,0.0673,0
TXN148151,2025-06-13 20:53:27,174.55,POS,online_retail,IN,0.1816,0.2398,0
TXN104952,2025-06-13 20:53:45,17.09,ONLINE,grocery,US,0.1667,0.3272,0
TXN142429,2025-06-13 20:55:28,98.48,ATM_WITHDRAWAL,restaurant,US,0.2167,0.0675,0
TXN100833,2025-06-13 20:55:38,31.06,ATM_WITHDRAWAL,online_retail,GB,0.1083,0.3924,0
TXN133051,2025-06-13 20:56:29,95.12,ONLINE,online_retail,US,0.0213,0.0068,0
TXN139760,2025-06-13 21:02:08,90.02,ONLINE,fuel,GB,0.3553,0.0643,0
TXN107257,2025-06-13 21:04:26,57.22,ONLINE,fuel,IN,0.091,0.1741,0
TXN119919,2025-06-13 21:04:58,42.66,ATM_WITHDRAWAL,gambling,GB,0.1438,0.1983,0
TXN139033,2025-06-13 21:04:59,6.21,BILL_PAYMENT,cash_advance,US,0.0921,0.1535,0
TXN134915,2025-06-13 21:06:09,36.12,ONLINE,utilities,DE,0.2683,0.3251,0
TXN108267,2025-06-13 21:14:20,44.13,POS,utilities,GB,0.042,0.2274,0
TXN110973,2025-06-13 21:15:57,90.17,POS,online_retail,US,0.1813,0.0425,0
TXN120769,2025-06-13 21:16:09,134.15,POS,restaurant,FR,0.1521,0.0984,0
TXN118637,2025-06-13 21:17:22,99.08,ONLINE,utilities,US,0.2367,0.2014,0
TXN148030,2025-06-13 21:17:25,75.82,ONLINE,electronics,US,0.1113,0.2216,0
TXN107212,2025-06-13 21:18:17,69.11,ATM_WITHDRAWAL,fuel,FR,0.0179,0.0584,0
TXN132854,2025-06-13 21:22:07,63.97,POS,restaurant,AU,0.0158,0.0177,0
TXN142132,2025-06-13 21:22:24,16.33,POS,online_retail,US,0.1935,0.0454,0
TXN102518,2025-06-13 21:23:42,46.07,ATM_WITHDRAWAL,restaurant,DE,0.0232,0.1442,0
TXN124528,2025-06-13 21:24:24,14.11,ONLINE,grocery,US,0.0604,0.038,0
TXN112771,2025-06-13 21:26:14,162.56,ONLINE,online_retail,RU,0.1341,0.1072,0
TXN145253,2025-06-13 21:27:06,10.65,ATM_WITHDRAWAL,fuel,DE,0.1836,0.0097,0
TXN113585,2025-06-13 21:29:10,96.49,ATM_WITHDRAWAL,fuel,US,0.1703,0.1303,0
TXN143685,2025-06-13 21:29:17,67.16,ATM_WITHDRAWAL,gambling,IN,0.0602,0.405,0
TXN105073,2025-06-13 21:30:26,381.34,ONLINE,grocery,DE,0.1453,0.1467,0
TXN106376,2025-06-13 21:31:31,9.19,ONLINE,electronics,US,0.1418,0.1238,0
TXN118741,2025-06-13 21:33:04,7.94,ONLINE,jewelry,FR,0.1658,0.2058,0
TXN107938,2025-06-13 21:37:09,146.56,ONLINE,fuel,US,0.4819,0.0893,0
TXN107800,2025-06-13 21:38:10,100.98,POS,utilities,DE,0.2078,0.1086,0
TXN127123,2025-06-13 21:42:16,25.21,POS,restaurant,DE,0.2476,0.1207,0
TXN116989,2025-06-13 21:42:36,59.51,ONLINE,grocery,US,0.095,0.061,0
TXN131775,2025-06-13 21:43:21,24.78,POS,grocery,US,0.0328,0.1752,0
TXN129383,2025-06-13 21:43:27,72.49,BILL_PAYMENT,travel,GB,0.0419,0.0354,0
TXN135079,2025-06-13 21:46:14,93.6,BILL_PAYMENT,fuel,CA,0.0546,0.0143,0
TXN110930,2025-06-13 21:46:49,126.01,BILL_PAYMENT,travel,US,0.283,0.1653,0
TXN117997,2025-06-13 21:47:56,165.35,ONLINE,grocery,BR,0.217,0.0735,0
TXN142931,2025-06-13 22:00:06,55.71,ONLINE,fuel,US,0.1713,0.4345,0
TXN113453,2025-06-13 22:01:27,10.71,WIRE_TRANSFER,grocery,US,0.0261,0.1349,0
TXN149515,2025-06-13 22:05:34,34.77,ONLINE,restaurant,US,0.1084,0.2856,0
TXN140076,2025-06-13 22:08:19,38.06,WIRE_TRANSFER,grocery,NG,0.088,0.0957,0
TXN114122,2025-06-13 22:09:00,200.77,POS,online_retail,US,0.0974,0.0794,0
TXN107755,2025-06-13 22:11:01,183.78,POS,restaurant,IN,0.1153,0.0142,0
TXN116175,2025-06-13 22:15:16,116.63,POS,fuel,US,0.0407,0.056,0
TXN127080,2025-06-13 22:17:35,17.64,WIRE_TRANSFER,utilities,US,0.051,0.3452,0
TXN140580,2025-06-13 22:20:07,209.01,ONLINE,utilities,US,0.3427,0.0784,0
TXN121299,2025-06-13 22:21:23,88.6,ONLINE,fuel,DE,0.1729,0.3601,0
TXN101611,2025-06-13 22:25:56,131.78,POS,gambling,RU,0.1117,0.4542,0
TXN129261,2025-06-13 22:26:52,37.11,ATM_WITHDRAWAL,online_retail,US,0.0725,0.1481,0
TXN129487,2025-06-13 22:28:01,257.43,BILL_PAYMENT,grocery,US,0.1421,0.0876,0
TXN136526,2025-06-13 22:28:23,14.92,WIRE_TRANSFER,online_retail,US,0.031,0.203,0
TXN118243,2025-06-13 22:29:42,298.83,ONLINE,travel,US,0.1344,0.0892,0
TXN121110,2025-06-13 22:31:31,42.34,POS,travel,US,0.2408,0.1625,0
TXN113047,2025-06-13 22:32:22,10.16,ONLINE,online_retail,GB,0.1333,0.2767,0
TXN135803,2025-06-13 22:33:33,56.74,ONLINE,restaurant,US,0.0843,0.0931,0
TXN124644,2025-06-13 22:41:55,23.2,ATM_WITHDRAWAL,restaurant,CA,0.0406,0.4344,0
TXN126842,2025-06-13 22:43:07,288.37,ATM_WITHDRAWAL,grocery,DE,0.1348,0.1308,0
TXN100527,2025-06-13 22:45:48,261.99,ATM_WITHDRAWAL,online_retail,GB,0.084,0.1555,0
TXN131276,2025-06-13 22:46:07,33.92,POS,online_retail,FR,0.4168,0.1228,0
TXN116059,2025-06-13 22:48:44,20.08,ATM_WITHDRAWAL,restaurant,US,0.1426,0.0271,0
TXN133529,2025-06-13 22:48:57,13.2,POS,electronics,AU,0.0669,0.0977,0
TXN100407,2025-06-13 22:49:06,165.99,ATM_WITHDRAWAL,cash_advance,IN,0.158,0.463,0
TXN102301,2025-06-13 22:50:34,8.09,POS,gambling,GB,0.0474,0.2606,0
TXN149547,2025-06-13 22:51:07,67.96,BILL_PAYMENT,online_retail,US,0.1678,0.3507,0
TXN135221,2025-06-13 22:51:33,121.09,ONLINE,travel,US,0.3639,0.0142,0
TXN118887,2025-06-13 22:59:25,14.83,POS,jewelry,GB,0.2663,0.1629,0
TXN136607,2025-06-13 23:05:17,11.38,POS,travel,IN,0.2392,0.0946,0
TXN132045,2025-06-13 23:06:02,73.5,POS,online_retail,US,0.4445,0.0627,0
TXN103669,2025-06-13 23:08:54,53.12,POS,grocery,US,0.2445,0.3704,0
TXN101062,2025-06-13 23:09:54,7.89,POS,restaurant,US,0.2044,0.0931,0
TXN129224,2025-06-13 23:10:38,53.59,ONLINE,fuel,CA,0.0338,0.1205,0
TXN117073,2025-06-13 23:12:46,50.11,BILL_PAYMENT,electronics,US,0.2152,0.21,0
TXN112007,2025-06-13 23:19:42,170.39,POS,grocery,DE,0.1346,0.1355,0
TXN105753,2025-06-13 23:20:39,9.87,BILL_PAYMENT,grocery,GB,0.3222,0.3958,0
TXN135339,2025-06-13 23:22:24,36.95,POS,fuel,BR,0.0722,0.2208,0
TXN105210,2025-06-13 23:22:45,232.79,ATM_WITHDRAWAL,travel,US,0.1566,0.0532,0
TXN144907,2025-06-13 23:26:46,5.32,ONLINE,online_retail,US,0.0864,0.2069,0
TXN123980,2025-06-13 23:27:40,209.14,ONLINE,electronics,US,0.3708,0.1625,1
TXN106375,2025-06-13 23:29:39,93.15,ONLINE,restaurant,US,0.0543,0.3042,0
TXN137405,2025-06-13 23:35:01,34.56,ONLINE,online_retail,GB,0.1416,0.4185,0
TXN127710,2025-06-13 23:38:17,188.52,POS,restaurant,IN,0.2214,0.1648,0
TXN121580,2025-06-13 23:39:57,53.43,WIRE_TRANSFER,electronics,IN,0.1223,0.3443,0
TXN147549,2025-06-13 23:40:53,62.85,POS,electronics,CA,0.2499,0.1413,0
TXN146757,2025-06-13 23:50:33,19.31,ONLINE,online_retail,US,0.1447,0.1674,0
TXN109087,2025-06-13 23:53:57,42.96,POS,grocery,IN,0.145,0.1317,0
TXN140235,2025-06-13 23:56:13,24.69,ONLINE,travel,DE,0.2671,0.1448,0
TXN124661,2025-06-13 23:57:21,89.32,POS,electronics,IN,0.1199,0.0192,0
TXN129120,2025-06-13 23:57:22,2350.87,ONLINE,grocery,US,0.2223,0.1132,0
TXN135256,2025-06-13 23:58:59,35.32,POS,grocery,GB,0.1769,0.3763,0
TXN146300,2025-06-14 00:00:11,14.62,ATM_WITHDRAWAL,utilities,DE,0.1314,0.1708,0
TXN114583,2025-06-14 00:00:54,22.39,BILL_PAYMENT,gambling,CA,0.2426,0.1013,0
TXN125015,2025-06-14 00:07:29,102.09,ONLINE,grocery,GB,0.039,0.074,0
TXN100255,2025-06-14 00:10:20,1.66,ONLINE,travel,FR,0.1702,0.2336,1
TXN147929,2025-06-14 00:11:08,53.17,BILL_PAYMENT,utilities,BR,0.0673,0.2913,0
TXN139529,2025-06-14 00:11:42,86.56,ATM_WITHDRAWAL,travel,FR,0.1459,0.32,0
TXN113112,2025-06-14 00:18:15,11.0,BILL_PAYMENT,grocery,US,0.1683,0.0667,0
TXN107713,2025-06-14 00:20:12,161.65,POS,utilities,BR,0.0596,0.2952,0
TXN124559,2025-06-14 00:22:26,9.09,ATM_WITHDRAWAL,grocery,US,0.1894,0.1949,0
TXN139109,2025-06-14 00:26:28,32.7,ONLINE,online_retail,US,0.2357,0.3869,1
TXN141966,2025-06-14 00:37:15,23.01,POS,restaurant,GB,0.1635,0.1056,0
TXN133506,2025-06-14 00:37:34,150.14,POS,online_retail,DE,0.0742,0.0255,0
TXN144301,2025-06-14 00:44:28,5.25,POS,travel,GB,0.1702,0.0597,0
TXN147963,2025-06-14 00:47:20,23.7,ATM_WITHDRAWAL,travel,US,0.2496,0.0188,0
TXN136551,2025-06-14 00:48:10,114.0,BILL_PAYMENT,grocery,DE,0.0923,0.032,0
TXN123222,2025-06-14 00:50:21,78.17,POS,fuel,DE,0.1574,0.0288,0
TXN142455,2025-06-14 00:53:33,14.73,ONLINE,utilities,GB,0.1066,0.1781,0
TXN119147,2025-06-14 00:56:10,11.81,ONLINE,grocery,US,0.137,0.1906,0
TXN137924,2025-06-14 00:58:59,13.84,ONLINE,travel,FR,0.2556,0.1647,0
TXN110125,2025-06-14 01:00:52,15.98,ATM_WITHDRAWAL,travel,GB,0.1175,0.05,0
TXN104059,2025-06-14 01:02:47,57.88,POS,restaurant,US,0.0787,0.0662,0
TXN130277,2025-06-14 01:05:34,52.88,POS,online_retail,IN,0.1594,0.0455,0
TXN107942,2025-06-14 01:09:44,75.51,ONLINE,online_retail,IN,0.0591,0.2223,0
TXN130230,2025-06-14 01:11:50,2.43,ONLINE,restaurant,DE,0.3033,0.0556,0
TXN116567,2025-06-14 01:12:50,26.53,WIRE_TRANSFER,restaurant,CA,0.0837,0.2967,0
TXN128672,2025-06-14 01:14:55,36.89,ONLINE,restaurant,US,0.1794,0.3824,0
TXN124433,2025-06-14 01:15:34,37.51,ATM_WITHDRAWAL,grocery,CA,0.1867,0.0574,0
TXN128084,2025-06-14 01:15:58,42.03,POS,fuel,AU,0.111,0.0684,0
TXN129274,2025-06-14 01:20:42,35.8,WIRE_TRANSFER,grocery,IN,0.1603,0.3299,0
TXN143577,2025-06-14 01:21:49,29.58,ONLINE,fuel,AU,0.1971,0.1675,0
TXN124588,2025-06-14 01:22:09,140.05,WIRE_TRANSFER,restaurant,US,0.3233,0.1646,0
TXN129467,2025-06-14 01:22:57,72.42,BILL_PAYMENT,restaurant,FR,0.095,0.3235,0
TXN133839,2025-06-14 01:25:03,618.43,POS,electronics,IN,0.0655,0.0802,0
TXN126094,2025-06-14 01:26:39,125.08,ONLINE,fuel,IN,0.0607,0.4562,0
TXN138336,2025-06-14 01:27:34,184.16,BILL_PAYMENT,travel,US,0.216,0.1517,0
TXN100923,2025-06-14 01:28:52,28.26,ATM_WITHDRAWAL,fuel,US,0.0885,0.0359,0
TXN122439,2025-06-14 01:38:11,73.07,POS,jewelry,CA,0.0403,0.2226,0
TXN134059,2025-06-14 01:41:01,9.75,ATM_WITHDRAWAL,travel,IN,0.2619,0.0622,0
TXN132641,2025-06-14 01:45:58,10.35,POS,restaurant,IN,0.3192,0.1112,0
TXN110647,2025-06-14 01:47:18,146.6,WIRE_TRANSFER,electronics,GB,0.1043,0.0594,0
TXN128699,2025-06-14 01:50:23,5.65,POS,fuel,US,0.0911,0.1429,0
TXN125463,2025-06-14 01:53:27,70.93,ONLINE,utilities,US,0.1368,0.2735,0
TXN141291,2025-06-14 01:53:40,22.33,POS,online_retail,IN,0.0548,0.073,0
TXN110739,2025-06-14 01:55:46,108.21,BILL_PAYMENT,cash_advance,FR,0.0882,0.1995,0
TXN115324,2025-06-14 01:57:23,41.86,ATM_WITHDRAWAL,fuel,GB,0.3278,0.0988,0
TXN107635,2025-06-14 01:59:09,65.61,POS,online_retail,GB,0.0136,0.4711,0
TXN134754,2025-06-14 01:59:47,39.35,ONLINE,grocery,IN,0.0089,0.1038,0
TXN137534,2025-06-14 02:01:34,138.64,POS,grocery,US,0.0657,0.0956,0
TXN140103,2025-06-14 02:05:09,6.97,ATM_WITHDRAWAL,online_retail,FR,0.1316,0.2663,0
TXN145085,2025-06-14 02:10:55,21.49,ATM_WITHDRAWAL,electronics,DE,0.2446,0.1774,0
TXN138383,2025-06-14 02:20:48,10.28,WIRE_TRANSFER,jewelry,FR,0.059,0.0947,0
TXN140058,2025-06-14 02:27:17,109.4,POS,travel,NG,0.0601,0.133,0
TXN111035,2025-06-14 02:27:31,13.31,ONLINE,grocery,GB,0.2625,0.1094,0
TXN117106,2025-06-14 02:29:27,47.16,ONLINE,utilities,US,0.1463,0.0181,0
TXN142767,2025-06-14 02:30:24,3.22,ONLINE,grocery,IN,0.0701,0.0958,0
TXN134679,2025-06-14 02:35:00,22.06,POS,online_retail,GB,0.1753,0.0311,0
TXN123308,2025-06-14 02:42:24,3.09,ATM_WITHDRAWAL,grocery,GB,0.2282,0.0567,0
TXN115168,2025-06-14 02:45:16,41.34,BILL_PAYMENT,restaurant,US,0.4339,0.3272,0
TXN126132,2025-06-14 02:47:06,18.78,POS,fuel,IN,0.0463,0.0275,0
TXN141505,2025-06-14 02:47:07,59.7,ONLINE,cash_advance,US,0.3348,0.1338,1
TXN129133,2025-06-14 02:47:49,13.8,ATM_WITHDRAWAL,utilities,IN,0.0929,0.4979,0
TXN131659,2025-06-14 02:49:05,10.51,POS,fuel,US,0.1701,0.2289,0
TXN125694,2025-06-14 02:50:54,52.9,ATM_WITHDRAWAL,electronics,BR,0.075,0.3591,0
TXN133420,2025-06-14 02:52:18,58.47,POS,cash_advance,US,0.1394,0.0182,0
TXN114725,2025-06-14 02:54:24,51.88,ATM_WITHDRAWAL,online_retail,US,0.1627,0.1022,0
TXN141569,2025-06-14 02:56:19,122.71,POS,gambling,US,0.2633,0.256,1
TXN110300,2025-06-14 02:56:40,247.08,ONLINE,restaurant,AU,0.3411,0.1711,0
TXN136710,2025-06-14 02:58:05,16.1,POS,travel,CA,0.5282,0.3432,0
TXN118274,2025-06-14 02:58:17,21.33,POS,online_retail,DE,0.0636,0.4577,0
TXN105032,2025-06-14 02:59:51,455.43,POS,grocery,US,0.1216,0.0546,0
TXN134859,2025-06-14 03:00:01,47.65,ONLINE,grocery,FR,0.0026,0.1695,0
TXN125366,2025-06-14 03:01:13,52.96,POS,grocery,US,0.2742,0.3156,0
TXN124381,2025-06-14 03:03:31,75.99,ONLINE,fuel,US,0.1263,0.0248,0
